recommendation_id,guideline_order,record_id,year,guideline_title,source_line,page,heading,extraction_reason,extraction_confidence,topic_id,topic_label,clinical_domain,spec_relevance,all_topic_matches,action_type,strength_or_grade_raw,recommendation_text,single_md,source_pdf,guideline_code,recommendation_text_clean,curation_status,curation_reason,source_verification_priority,curated_action_type,curated_action_polarity,final_domain_id,final_domain_label,final_theme_id,final_theme_label,final_spec_relevance,topic_assignment_basis,duplicate_of,source_verification_decision,source_match_status,source_text_token_coverage,source_grade_status,source_remaining_issue,source_context_snippet,post_curation_status,post_curation_reason,post_source_verification_priority,post_source_status,adjudication_required,adjudication_bucket,suggested_action_type,suggested_action_reason,suggested_theme_label,suggested_theme_reason,grade_reporting_status,provisional_adjudication_status,provisional_adjudication_reason,provisional_action_type,provisional_theme_label,frozen_curation_status,high_priority_freeze_status,high_priority_freeze_note,manual_decision_applied,final_action_type_hp,final_theme_id_hp,final_theme_label_hp,final_domain_id_hp,final_domain_label_hp,final_spec_relevance_hp,final_recommendation_text_hp,final_source_line_hp,final_page_hp,final_grade_raw_hp,final_grade_reporting_status_hp,medium_source_verification_decision,medium_source_match_status,medium_source_text_token_coverage,medium_source_remaining_issue,queued_source_verification_status,queued_source_verification_note,verified_priority_final_action_type,verified_priority_final_theme_id,verified_priority_final_theme_label,verified_priority_final_domain_id,verified_priority_final_domain_label,verified_priority_final_spec_relevance,verified_priority_final_recommendation_text,verified_priority_grade_reporting_status,recommendation_text_strict,strict_status,strict_reason,strict_flags,strict_action_type,strict_theme_id,strict_theme_label,strict_domain_id,strict_domain_label,strict_theme_reason,source_token_coverage,source_context_strict,dedupe_key,dedupe_status,duplicate_of_strict
REC-0356,12,25e9c96e1dfc,2020,The American psychiatric association practice guideline for the treatment of patients with schizophrenia,4923,126,Guideline Statements and Implementation,explicit_normative,high,antipsychotic_adverse_effects,Antipsychotic adverse effects and symptomatic treatment,Safety and adverse effects,core,antipsychotic_adverse_effects,recommend,(1B),APA recommends (1B) that patients who have moderate to severe or disabling tardive dyskinesia as sociated with antipsychotic therapy be treated with a reversible inhibitor of the vesicular monoamine transporter 2 (VMAT2).,/Users/jaflomd/Mi unidad/Jaflo Lab/2-wip/protocolo-esquizofrenia-aguda-hvlh/paper-01-scoping-gpc-agree/analysis/data/fulltext/markdown-rag/agree_core_19/single-md/12_25e9c96e1dfc_2020_the-american-psychiatric-association-practice-guideline-for-the-treatment-of-patients-with-schizophrenia.md,/Users/jaflomd/Mi unidad/Jaflo Lab/2-wip/protocolo-esquizofrenia-aguda-hvlh/paper-01-scoping-gpc-agree/analysis/data/fulltext/pdfs/25e9c96e1dfc_2020_the-american-psychiatric-association-practice-guideline-for-the-treatment-of-patients-with.pdf,G12_2020_25e9c9,APA recommends (1B) that patients who have moderate to severe or disabling tardive dyskinesia as sociated with antipsychotic therapy be treated with a reversible inhibitor of the vesicular monoamine transporter 2 (VMAT2).,included_curated,Source verification resolved OCR-only issue.,low,recommend,for_or_consider,D05,"Safety, adverse effects and physical health",T19,Antipsychotic adverse-effect management,core,text override: antipsychotic adverse-effect management,,source_verified_close,verified_exact_or_ocr_normalized,1.000,grade_found_in_context,ocr_spacing_artifact_only,"STATEMENT 14: VMAT2 Medications for Tardive Dyskinesia APA recommends (1B) that patients who have moderate to severe or disabling tardive dyskinesia as sociated with antipsychotic therapy be treated with a reversible inhibitor of the vesicular monoamine transporter 2 (VMAT2). Implementation Tardive syndromes are persistent abnormal involuntary movement disorders caused by sustained exposure to antipsychotic medication, the most common of which are tardive dyskinesia, tardive dystonia, and tardive akathisia (Frei et al. 2018). They begin later in treatment than acute dystonia, akathisia, or medication-induced parkinsonism, and they persist and may even increase, despite re duction in dose or discontinuation of the antipsychotic medication. Typically, tardive dyskinesia presents as “[i]nvoluntary athetoid or choreiform movements (lasting at least a few weeks) gener ally of the tongue, lower face and jaw, and extremities (but sometimes involving the pharyngeal,",included_curated,source_verified_close; ocr_spacing_artifact_resolved,low,source_verified_closed,no,,recommend,not_applicable,Antipsychotic adverse-effect management,not_applicable,explicit_grade_found_in_source_context,closed_source_verified,source verification resolved the only remaining issue,recommend,Antipsychotic adverse-effect management,included_curated,closed_source_verified,Source verification resolved OCR-only issue.,no,recommend,T19,Antipsychotic adverse-effect management,D05,"Safety, adverse effects and physical health",core,APA recommends (1B) that patients who have moderate to severe or disabling tardive dyskinesia as sociated with antipsychotic therapy be treated with a reversible inhibitor of the vesicular monoamine transporter 2 (VMAT2).,4923,126,(1B),explicit_grade_found_in_source_context,,,,,closed_source_verified,Source verification resolved OCR-only issue.,recommend,T19,Antipsychotic adverse-effect management,D05,"Safety, adverse effects and physical health",core,APA recommends (1B) that patients who have moderate to severe or disabling tardive dyskinesia as sociated with antipsychotic therapy be treated with a reversible inhibitor of the vesicular monoamine transporter 2 (VMAT2).,explicit_grade_found_in_source_context,APA recommends (1B) that patients who have moderate to severe or disabling tardive dyskinesia as sociated with antipsychotic therapy be treated with a reversible inhibitor of the vesicular monoamine transporter 2 (VMAT2).,included_strict,duplicate_repeated_statement,,recommend,T19,Antipsychotic adverse-effect management,D05,"Safety, adverse effects and physical health",text override: antipsychotic adverse-effect management,1.00,"STATEMENT 14: VMAT2 Medications for Tardive Dyskinesia APA recommends (1B) that patients who have moderate to severe or disabling tardive dyskinesia as sociated with antipsychotic therapy be treated with a reversible inhibitor of the vesicular monoamine transporter 2 (VMAT2). Implementation Tardive syndromes are persistent abnormal involuntary movement disorders caused by sustained exposure to antipsychotic medication, the most common of which are tardive dyskinesia, tardive dystonia, and tardive akathisia (Frei et al. 2018). They begin later in treatment than acute dystonia, akathisia, or medication-induced parkinsonism, and they persist and may even increase, despite re duction in dose or discontinuation of the antipsychotic medication. Typically, tardive dyskinesia presents as “[i]nvoluntary athetoid or choreiform movements (lasting at least a few weeks) gener ally of the tongue, lowe",apa recommends 1b that patients who have moderate to severe or disabling tardive dyskinesia as sociated with antipsychotic therapy be treated with a reversible inhibitor of the vesicular monoamine transporter 2 vmat2,duplicate,REC-0296
REC-0355,12,25e9c96e1dfc,2020,The American psychiatric association practice guideline for the treatment of patients with schizophrenia,4921,126,Guideline Statements and Implementation,explicit_start,high,antipsychotic_adverse_effects,Antipsychotic adverse effects and symptomatic treatment,Safety and adverse effects,core,antipsychotic_adverse_effects,recommend,(1B),STATEMENT 14: VMAT2 Medications for Tardive Dyskinesia APA recommends (1B) that patients who have moderate to severe or disabling tardive dyskinesia as sociated with antipsychotic therapy be treated with a reversible inhibitor of the vesicular monoamine transporter 2 (VMAT2).,/Users/jaflomd/Mi unidad/Jaflo Lab/2-wip/protocolo-esquizofrenia-aguda-hvlh/paper-01-scoping-gpc-agree/analysis/data/fulltext/markdown-rag/agree_core_19/single-md/12_25e9c96e1dfc_2020_the-american-psychiatric-association-practice-guideline-for-the-treatment-of-patients-with-schizophrenia.md,/Users/jaflomd/Mi unidad/Jaflo Lab/2-wip/protocolo-esquizofrenia-aguda-hvlh/paper-01-scoping-gpc-agree/analysis/data/fulltext/pdfs/25e9c96e1dfc_2020_the-american-psychiatric-association-practice-guideline-for-the-treatment-of-patients-with.pdf,G12_2020_25e9c9,STATEMENT 14: VMAT2 Medications for Tardive Dyskinesia APA recommends (1B) that patients who have moderate to severe or disabling tardive dyskinesia as sociated with antipsychotic therapy be treated with a reversible inhibitor of the vesicular monoamine transporter 2 (VMAT2).,included_curated,Source verification resolved OCR-only issue.,low,recommend,for_or_consider,D05,"Safety, adverse effects and physical health",T19,Antipsychotic adverse-effect management,core,text override: antipsychotic adverse-effect management,,source_verified_close,verified_exact_or_ocr_normalized,1.000,grade_found_in_context,ocr_spacing_artifact_only,"As a suggestion, this statement is not appropriate for use as a quality measure. It is also not appro priate for incorporation into electronic decision support. STATEMENT 14: VMAT2 Medications for Tardive Dyskinesia APA recommends (1B) that patients who have moderate to severe or disabling tardive dyskinesia as sociated with antipsychotic therapy be treated with a reversible inhibitor of the vesicular monoamine transporter 2 (VMAT2). Implementation",included_curated,source_verified_close; ocr_spacing_artifact_resolved,low,source_verified_closed,no,,recommend,not_applicable,Antipsychotic adverse-effect management,not_applicable,explicit_grade_found_in_source_context,closed_source_verified,source verification resolved the only remaining issue,recommend,Antipsychotic adverse-effect management,included_curated,closed_source_verified,Source verification resolved OCR-only issue.,no,recommend,T19,Antipsychotic adverse-effect management,D05,"Safety, adverse effects and physical health",core,STATEMENT 14: VMAT2 Medications for Tardive Dyskinesia APA recommends (1B) that patients who have moderate to severe or disabling tardive dyskinesia as sociated with antipsychotic therapy be treated with a reversible inhibitor of the vesicular monoamine transporter 2 (VMAT2).,4921,126,(1B),explicit_grade_found_in_source_context,,,,,closed_source_verified,Source verification resolved OCR-only issue.,recommend,T19,Antipsychotic adverse-effect management,D05,"Safety, adverse effects and physical health",core,STATEMENT 14: VMAT2 Medications for Tardive Dyskinesia APA recommends (1B) that patients who have moderate to severe or disabling tardive dyskinesia as sociated with antipsychotic therapy be treated with a reversible inhibitor of the vesicular monoamine transporter 2 (VMAT2).,explicit_grade_found_in_source_context,STATEMENT 14: VMAT2 Medications for Tardive Dyskinesia APA recommends (1B) that patients who have moderate to severe or disabling tardive dyskinesia as sociated with antipsychotic therapy be treated with a reversible inhibitor of the vesicular monoamine transporter 2 (VMAT2).,included_strict,duplicate_repeated_statement,,recommend,T19,Antipsychotic adverse-effect management,D05,"Safety, adverse effects and physical health",text override: antipsychotic adverse-effect management,1.00,"As a suggestion, this statement is not appropriate for use as a quality measure. It is also not appro priate for incorporation into electronic decision support. STATEMENT 14: VMAT2 Medications for Tardive Dyskinesia APA recommends (1B) that patients who have moderate to severe or disabling tardive dyskinesia as sociated with antipsychotic therapy be treated with a reversible inhibitor of the vesicular monoamine transporter 2 (VMAT2). Implementation",apa recommends 1b that patients who have moderate to severe or disabling tardive dyskinesia as sociated with antipsychotic therapy be treated with a reversible inhibitor of the vesicular monoamine transporter 2 vmat2,duplicate,REC-0296
REC-0365,12,25e9c96e1dfc,2020,The American psychiatric association practice guideline for the treatment of patients with schizophrenia,5331,140,Guideline Statements and Implementation,explicit_start,high,act_case_management_service_models,"ACT, case management and service models",Service delivery,supportive,act_case_management_service_models,recommend,(1B),"STATEMENT 19: Assertive Community Treatment APA recommends (1B) that patients with schizophrenia receive assertive community treat ment if there is a history of poor engagement with services leading to frequent relapse or social disruption (e.g., homelessness; legal difficulties, including imprisonment). * Implementation",/Users/jaflomd/Mi unidad/Jaflo Lab/2-wip/protocolo-esquizofrenia-aguda-hvlh/paper-01-scoping-gpc-agree/analysis/data/fulltext/markdown-rag/agree_core_19/single-md/12_25e9c96e1dfc_2020_the-american-psychiatric-association-practice-guideline-for-the-treatment-of-patients-with-schizophrenia.md,/Users/jaflomd/Mi unidad/Jaflo Lab/2-wip/protocolo-esquizofrenia-aguda-hvlh/paper-01-scoping-gpc-agree/analysis/data/fulltext/pdfs/25e9c96e1dfc_2020_the-american-psychiatric-association-practice-guideline-for-the-treatment-of-patients-with.pdf,G12_2020_25e9c9,"STATEMENT 19: Assertive Community Treatment APA recommends (1B) that patients with schizophrenia receive assertive community treat ment if there is a history of poor engagement with services leading to frequent relapse or social disruption (e.g., homelessness; legal difficulties, including imprisonment). * Implementation",included_curated,Source verification resolved OCR-only issue.,low,assess_monitor,assess_monitor,D09,"Service delivery, continuity and implementation",T35,"ACT, case management and community service models",supportive,text override: service model/case management,,source_verified_close,verified_exact_or_ocr_normalized,1.000,grade_found_in_context,ocr_spacing_artifact_only,"This guideline statement may not be appropriate for a performance-based quality measure because of the barriers to supported employment, including variations in availability, and difficulty identi fying when patients desire competitive employment. Reminders about supported employment are also not well suited to incorporation into electronic health record clinical decision support. How ever, given the infrequent availability of supported employment in the United States, health orga nizations and health plans may wish to implement programs to increase the use of supported employment among individuals with schizophrenia. STATEMENT 19: Assertive Community Treatment APA recommends (1B) that patients with schizophrenia receive assertive community treat ment if there is a history of poor engagement with services leading to frequent relapse or social disruption (e.g., homelessness; legal difficulties, including imprisonment). * Implementation ACT, sometimes referred to as programs of assertive community treatment, is a multidisci plinary, team-based approach in which patients receive individualized care outside a formal clin ical setting. Thus, individuals may be engaged in their homes, workplaces, or other community locations. Continuity of care is enhanced because individuals work with an assigned team, which has 24/7 availability, rather than being assigned to a designated clinician for care. Team members typically include a psychiatrist, nurse, and social worker or case manager. Peer specialists, voca tional specialists, and clinicians with expertise in substance use treatment are often part of the team as well.",included_curated,source_verified_close; ocr_spacing_artifact_resolved,low,source_verified_closed,no,,assess_monitor,not_applicable,"ACT, case management and community service models",not_applicable,explicit_grade_found_in_source_context,closed_source_verified,source verification resolved the only remaining issue,assess_monitor,"ACT, case management and community service models",included_curated,closed_source_verified,Source verification resolved OCR-only issue.,no,assess_monitor,T35,"ACT, case management and community service models",D09,"Service delivery, continuity and implementation",supportive,"STATEMENT 19: Assertive Community Treatment APA recommends (1B) that patients with schizophrenia receive assertive community treat ment if there is a history of poor engagement with services leading to frequent relapse or social disruption (e.g., homelessness; legal difficulties, including imprisonment). * Implementation",5331,140,(1B),explicit_grade_found_in_source_context,,,,,closed_source_verified,Source verification resolved OCR-only issue.,assess_monitor,T35,"ACT, case management and community service models",D09,"Service delivery, continuity and implementation",supportive,"STATEMENT 19: Assertive Community Treatment APA recommends (1B) that patients with schizophrenia receive assertive community treat ment if there is a history of poor engagement with services leading to frequent relapse or social disruption (e.g., homelessness; legal difficulties, including imprisonment). * Implementation",explicit_grade_found_in_source_context,"STATEMENT 19: Assertive Community Treatment APA recommends (1B) that patients with schizophrenia receive assertive community treat ment if there is a history of poor engagement with services leading to frequent relapse or social disruption (e.g., homelessness; legal difficulties, including imprisonment). * Implementation",included_strict,duplicate_repeated_statement,,assess_monitor,T35,"ACT, case management and community service models",D09,"Service delivery, continuity and implementation",text override: service model/case management,1.00,"This guideline statement may not be appropriate for a performance-based quality measure because of the barriers to supported employment, including variations in availability, and difficulty identi fying when patients desire competitive employment. Reminders about supported employment are also not well suited to incorporation into electronic health record clinical decision support. How ever, given the infrequent availability of supported employment in the United States, health orga nizations and health plans may wish to implement programs to increase the use of supported employment among individuals with schizophrenia. STATEMENT 19: Assertive Community Treatment APA recommends (1B) that patients with schizophrenia receive assertive community treat ment if there is a history of poor engagement with services leading to frequent relapse or social disruption (e.g., homelessness; legal difficu",apa recommends 1b that patients with schizophrenia receive assertive community treat ment if there is a history of poor engagement with services leading to frequent relapse or social disruption e g homelessness legal dif,duplicate,REC-0366
REC-0301,12,25e9c96e1dfc,2020,The American psychiatric association practice guideline for the treatment of patients with schizophrenia,777,20,Guideline Statements and Implementation,explicit_normative,high,acute_agitation_rapid_tranquillisation,Agitation / rapid tranquillisation / immediate risk,Acute care and crisis,core,acute_agitation_rapid_tranquillisation; smoking_cessation; physical_health_metabolic; substance_use_dual_diagnosis; depression_anxiety_ptsd,recommend,(1C),"APA recommends (1C) that the initial assessment of a patient with a possible psychotic disorder in clude the reason the individual is presenting for evaluation; the patient’s goals and preferences for treatment; a review of psychiatric symptoms and trauma history; an assessment of tobacco use and other substance use; a psychiatric treatment history; an assessment of physical health; an assess ment of psychosocial and cultural factors; a mental status examination, including cognitive assess ment; and an assessment of risk of suicide and aggressive behaviors, as outlined in APA’s Practice Guidelines for the Psychiatric Evaluation of Adults (3rd edition).",/Users/jaflomd/Mi unidad/Jaflo Lab/2-wip/protocolo-esquizofrenia-aguda-hvlh/paper-01-scoping-gpc-agree/analysis/data/fulltext/markdown-rag/agree_core_19/single-md/12_25e9c96e1dfc_2020_the-american-psychiatric-association-practice-guideline-for-the-treatment-of-patients-with-schizophrenia.md,/Users/jaflomd/Mi unidad/Jaflo Lab/2-wip/protocolo-esquizofrenia-aguda-hvlh/paper-01-scoping-gpc-agree/analysis/data/fulltext/pdfs/25e9c96e1dfc_2020_the-american-psychiatric-association-practice-guideline-for-the-treatment-of-patients-with.pdf,G12_2020_25e9c9,"APA recommends (1C) that the initial assessment of a patient with a possible psychotic disorder in clude the reason the individual is presenting for evaluation; the patient’s goals and preferences for treatment; a review of psychiatric symptoms and trauma history; an assessment of tobacco use and other substance use; a psychiatric treatment history; an assessment of physical health; an assess ment of psychosocial and cultural factors; a mental status examination, including cognitive assess ment; and an assessment of risk of suicide and aggressive behaviors, as outlined in APA’s Practice Guidelines for the Psychiatric Evaluation of Adults (3rd edition).",included_curated,Source verification resolved OCR-only issue.,low,assess_monitor,assess_monitor,D05,"Safety, adverse effects and physical health",T20,"Physical, metabolic and cardiovascular monitoring",core,text override: physical/metabolic baseline monitoring,,source_verified_close,verified_exact_or_ocr_normalized,1.000,grade_found_in_context,ocr_spacing_artifact_only,"STATEMENT 1: Assessment of Possible Schizophrenia APA recommends (1C) that the initial assessment of a patient with a possible psychotic disorder in clude the reason the individual is presenting for evaluation; the patient’s goals and preferences for treatment; a review of psychiatric symptoms and trauma history; an assessment of tobacco use and other substance use; a psychiatric treatment history; an assessment of physical health; an assess ment of psychosocial and cultural factors; a mental status examination, including cognitive assess ment; and an assessment of risk of suicide and aggressive behaviors, as outlined in APA’s Practice Guidelines for the Psychiatric Evaluation of Adults (3rd edition). Implementation The importance of the psychiatric evaluation cannot be underestimated because it serves as the initial basis for a therapeutic relationship with the patient and provides information that is crucial to differ ential diagnosis, shared decision-making about treatment, and educating patients and family mem bers about such factors as illness course and prognosis. APA’s Practice Guidelines for the Psychiatric Evaluation of Adults, 3rd edition (American Psychiatric Association 2016a) describe recommended and suggested elements of assessment for any individual who presents with psychiatric symptoms (Table 1). These elements are by no means comprehensive, and additional areas of inquiry will be come apparent as the evaluation unfolds, depending on the responses to initial questions, the present ing concerns, the observations of the clinician during the assessment, the complexity and urgency of clinical decision-making, and other aspects of the clinical context. In many circumstances, aspects of the evaluation will extend across multiple visits (American Psychiatric Association 2016a).",included_curated,source_verified_close; ocr_spacing_artifact_resolved,low,source_verified_closed,no,,assess_monitor,not_applicable,"Physical, metabolic and cardiovascular monitoring",not_applicable,explicit_grade_found_in_source_context,closed_source_verified,source verification resolved the only remaining issue,assess_monitor,"Physical, metabolic and cardiovascular monitoring",included_curated,closed_source_verified,Source verification resolved OCR-only issue.,no,assess_monitor,T20,"Physical, metabolic and cardiovascular monitoring",D05,"Safety, adverse effects and physical health",core,"APA recommends (1C) that the initial assessment of a patient with a possible psychotic disorder in clude the reason the individual is presenting for evaluation; the patient’s goals and preferences for treatment; a review of psychiatric symptoms and trauma history; an assessment of tobacco use and other substance use; a psychiatric treatment history; an assessment of physical health; an assess ment of psychosocial and cultural factors; a mental status examination, including cognitive assess ment; and an assessment of risk of suicide and aggressive behaviors, as outlined in APA’s Practice Guidelines for the Psychiatric Evaluation of Adults (3rd edition).",777,20,(1C),explicit_grade_found_in_source_context,,,,,closed_source_verified,Source verification resolved OCR-only issue.,assess_monitor,T20,"Physical, metabolic and cardiovascular monitoring",D05,"Safety, adverse effects and physical health",core,"APA recommends (1C) that the initial assessment of a patient with a possible psychotic disorder in clude the reason the individual is presenting for evaluation; the patient’s goals and preferences for treatment; a review of psychiatric symptoms and trauma history; an assessment of tobacco use and other substance use; a psychiatric treatment history; an assessment of physical health; an assess ment of psychosocial and cultural factors; a mental status examination, including cognitive assess ment; and an assessment of risk of suicide and aggressive behaviors, as outlined in APA’s Practice Guidelines for the Psychiatric Evaluation of Adults (3rd edition).",explicit_grade_found_in_source_context,"APA recommends (1C) that the initial assessment of a patient with a possible psychotic disorder in clude the reason the individual is presenting for evaluation; the patient’s goals and preferences for treatment; a review of psychiatric symptoms and trauma history; an assessment of tobacco use and other substance use; a psychiatric treatment history; an assessment of physical health; an assess ment of psychosocial and cultural factors; a mental status examination, including cognitive assess ment; and an assessment of risk of suicide and aggressive behaviors, as outlined in APA’s Practice Guidelines for the Psychiatric Evaluation of Adults (3rd edition).",included_strict,duplicate_repeated_statement,,assess_monitor,T20,"Physical, metabolic and cardiovascular monitoring",D05,"Safety, adverse effects and physical health",text override: physical/metabolic baseline monitoring,1.00,"STATEMENT 1: Assessment of Possible Schizophrenia APA recommends (1C) that the initial assessment of a patient with a possible psychotic disorder in clude the reason the individual is presenting for evaluation; the patient’s goals and preferences for treatment; a review of psychiatric symptoms and trauma history; an assessment of tobacco use and other substance use; a psychiatric treatment history; an assessment of physical health; an assess ment of psychosocial and cultural factors; a mental status examination, including cognitive assess ment; and an assessment of risk of suicide and aggressive behaviors, as outlined in APA’s Practice Guidelines for the Psychiatric Evaluation of Adults (3rd edition). Implementation The importance of the psychiatric evaluation cannot be underestimated because it serves as the initial basis for a therapeutic relationship with the patient and provides info",apa recommends 1c that the initial assessment of a patient with a possible psychotic disorder in clude the reason the individual is presenting for evaluation the patient s goals and preferences for treatment a review of ,duplicate,REC-0288
REC-0300,12,25e9c96e1dfc,2020,The American psychiatric association practice guideline for the treatment of patients with schizophrenia,775,20,Guideline Statements and Implementation,explicit_start,high,acute_agitation_rapid_tranquillisation,Agitation / rapid tranquillisation / immediate risk,Acute care and crisis,core,acute_agitation_rapid_tranquillisation; smoking_cessation; physical_health_metabolic; substance_use_dual_diagnosis; depression_anxiety_ptsd,recommend,(1C),"STATEMENT 1: Assessment of Possible Schizophrenia APA recommends (1C) that the initial assessment of a patient with a possible psychotic disorder in clude the reason the individual is presenting for evaluation; the patient’s goals and preferences for treatment; a review of psychiatric symptoms and trauma history; an assessment of tobacco use and other substance use; a psychiatric treatment history; an assessment of physical health; an assess ment of psychosocial and cultural factors; a mental status examination, including cognitive assess ment; and an assessment of risk of suicide and aggressive behaviors, as outlined in APA’s Practice Guidelines for the Psychiatric Evaluation of Adults (3rd edition).",/Users/jaflomd/Mi unidad/Jaflo Lab/2-wip/protocolo-esquizofrenia-aguda-hvlh/paper-01-scoping-gpc-agree/analysis/data/fulltext/markdown-rag/agree_core_19/single-md/12_25e9c96e1dfc_2020_the-american-psychiatric-association-practice-guideline-for-the-treatment-of-patients-with-schizophrenia.md,/Users/jaflomd/Mi unidad/Jaflo Lab/2-wip/protocolo-esquizofrenia-aguda-hvlh/paper-01-scoping-gpc-agree/analysis/data/fulltext/pdfs/25e9c96e1dfc_2020_the-american-psychiatric-association-practice-guideline-for-the-treatment-of-patients-with.pdf,G12_2020_25e9c9,"STATEMENT 1: Assessment of Possible Schizophrenia APA recommends (1C) that the initial assessment of a patient with a possible psychotic disorder in clude the reason the individual is presenting for evaluation; the patient’s goals and preferences for treatment; a review of psychiatric symptoms and trauma history; an assessment of tobacco use and other substance use; a psychiatric treatment history; an assessment of physical health; an assess ment of psychosocial and cultural factors; a mental status examination, including cognitive assess ment; and an assessment of risk of suicide and aggressive behaviors, as outlined in APA’s Practice Guidelines for the Psychiatric Evaluation of Adults (3rd edition).",included_curated,Source verification resolved OCR-only issue.,low,assess_monitor,assess_monitor,D05,"Safety, adverse effects and physical health",T20,"Physical, metabolic and cardiovascular monitoring",core,text override: physical/metabolic baseline monitoring,,source_verified_close,verified_exact_or_ocr_normalized,1.000,grade_found_in_context,ocr_spacing_artifact_only,"Assessment and Determination of Treatment Plan STATEMENT 1: Assessment of Possible Schizophrenia APA recommends (1C) that the initial assessment of a patient with a possible psychotic disorder in clude the reason the individual is presenting for evaluation; the patient’s goals and preferences for treatment; a review of psychiatric symptoms and trauma history; an assessment of tobacco use and other substance use; a psychiatric treatment history; an assessment of physical health; an assess ment of psychosocial and cultural factors; a mental status examination, including cognitive assess ment; and an assessment of risk of suicide and aggressive behaviors, as outlined in APA’s Practice Guidelines for the Psychiatric Evaluation of Adults (3rd edition). Implementation",included_curated,source_verified_close; ocr_spacing_artifact_resolved,low,source_verified_closed,no,,assess_monitor,not_applicable,"Physical, metabolic and cardiovascular monitoring",not_applicable,explicit_grade_found_in_source_context,closed_source_verified,source verification resolved the only remaining issue,assess_monitor,"Physical, metabolic and cardiovascular monitoring",included_curated,closed_source_verified,Source verification resolved OCR-only issue.,no,assess_monitor,T20,"Physical, metabolic and cardiovascular monitoring",D05,"Safety, adverse effects and physical health",core,"STATEMENT 1: Assessment of Possible Schizophrenia APA recommends (1C) that the initial assessment of a patient with a possible psychotic disorder in clude the reason the individual is presenting for evaluation; the patient’s goals and preferences for treatment; a review of psychiatric symptoms and trauma history; an assessment of tobacco use and other substance use; a psychiatric treatment history; an assessment of physical health; an assess ment of psychosocial and cultural factors; a mental status examination, including cognitive assess ment; and an assessment of risk of suicide and aggressive behaviors, as outlined in APA’s Practice Guidelines for the Psychiatric Evaluation of Adults (3rd edition).",775,20,(1C),explicit_grade_found_in_source_context,,,,,closed_source_verified,Source verification resolved OCR-only issue.,assess_monitor,T20,"Physical, metabolic and cardiovascular monitoring",D05,"Safety, adverse effects and physical health",core,"STATEMENT 1: Assessment of Possible Schizophrenia APA recommends (1C) that the initial assessment of a patient with a possible psychotic disorder in clude the reason the individual is presenting for evaluation; the patient’s goals and preferences for treatment; a review of psychiatric symptoms and trauma history; an assessment of tobacco use and other substance use; a psychiatric treatment history; an assessment of physical health; an assess ment of psychosocial and cultural factors; a mental status examination, including cognitive assess ment; and an assessment of risk of suicide and aggressive behaviors, as outlined in APA’s Practice Guidelines for the Psychiatric Evaluation of Adults (3rd edition).",explicit_grade_found_in_source_context,"STATEMENT 1: Assessment of Possible Schizophrenia APA recommends (1C) that the initial assessment of a patient with a possible psychotic disorder in clude the reason the individual is presenting for evaluation; the patient’s goals and preferences for treatment; a review of psychiatric symptoms and trauma history; an assessment of tobacco use and other substance use; a psychiatric treatment history; an assessment of physical health; an assess ment of psychosocial and cultural factors; a mental status examination, including cognitive assess ment; and an assessment of risk of suicide and aggressive behaviors, as outlined in APA’s Practice Guidelines for the Psychiatric Evaluation of Adults (3rd edition).",included_strict,duplicate_repeated_statement,,assess_monitor,T20,"Physical, metabolic and cardiovascular monitoring",D05,"Safety, adverse effects and physical health",text override: physical/metabolic baseline monitoring,1.00,"Assessment and Determination of Treatment Plan STATEMENT 1: Assessment of Possible Schizophrenia APA recommends (1C) that the initial assessment of a patient with a possible psychotic disorder in clude the reason the individual is presenting for evaluation; the patient’s goals and preferences for treatment; a review of psychiatric symptoms and trauma history; an assessment of tobacco use and other substance use; a psychiatric treatment history; an assessment of physical health; an assess ment of psychosocial and cultural factors; a mental status examination, including cognitive assess ment; and an assessment of risk of suicide and aggressive behaviors, as outlined in APA’s Practice Guidelines for the Psychiatric Evaluation of Adults (3rd edition). Implementation",apa recommends 1c that the initial assessment of a patient with a possible psychotic disorder in clude the reason the individual is presenting for evaluation the patient s goals and preferences for treatment a review of ,duplicate,REC-0288
