recommendation_id,guideline_order,record_id,year,guideline_title,source_line,page,heading,extraction_reason,extraction_confidence,topic_id,topic_label,clinical_domain,spec_relevance,all_topic_matches,action_type,strength_or_grade_raw,recommendation_text,single_md,source_pdf,guideline_code,recommendation_text_clean,curation_status,curation_reason,source_verification_priority,curated_action_type,curated_action_polarity,final_domain_id,final_domain_label,final_theme_id,final_theme_label,final_spec_relevance,topic_assignment_basis,duplicate_of,source_verification_decision,source_match_status,source_text_token_coverage,source_grade_status,source_remaining_issue,source_context_snippet,post_curation_status,post_curation_reason,post_source_verification_priority,post_source_status,adjudication_required,adjudication_bucket,suggested_action_type,suggested_action_reason,suggested_theme_label,suggested_theme_reason,grade_reporting_status,provisional_adjudication_status,provisional_adjudication_reason,provisional_action_type,provisional_theme_label,frozen_curation_status,high_priority_freeze_status,high_priority_freeze_note,manual_decision_applied,final_action_type_hp,final_theme_id_hp,final_theme_label_hp,final_domain_id_hp,final_domain_label_hp,final_spec_relevance_hp,final_recommendation_text_hp,final_source_line_hp,final_page_hp,final_grade_raw_hp,final_grade_reporting_status_hp,medium_source_verification_decision,medium_source_match_status,medium_source_text_token_coverage,medium_source_remaining_issue,queued_source_verification_status,queued_source_verification_note,verified_priority_final_action_type,verified_priority_final_theme_id,verified_priority_final_theme_label,verified_priority_final_domain_id,verified_priority_final_domain_label,verified_priority_final_spec_relevance,verified_priority_final_recommendation_text,verified_priority_grade_reporting_status,recommendation_text_strict,strict_status,strict_reason,strict_flags,strict_action_type,strict_theme_id,strict_theme_label,strict_domain_id,strict_domain_label,strict_theme_reason,source_token_coverage,source_context_strict
REC-0005,1,d279bd52608f,2014,National Consensus and Clinical Practice Guideline of the Mexican Psychiatric Association and the Latin American Psychiatric Association for the treatment of people with schizophrenia,1287,22,v37s1a4,explicit_normative,moderate,switching_nonresponse,Switching and non-response before clozapine,Pharmacological treatment,core,switching_nonresponse; antipsychotic_initiation_acute,consider_or_suggest,,"Si el primer medicamento antiobsesivo falla, se sugiere el cambio a otro ISRS (o clomipramina). Si no hay respuesta se puede intentar cambiar el antipsicótico a uno típico o ami-",/Users/jaflomd/Mi unidad/Jaflo Lab/2-wip/protocolo-esquizofrenia-aguda-hvlh/paper-01-scoping-gpc-agree/analysis/data/fulltext/markdown-rag/agree_core_19/single-md/01_d279bd52608f_2014_national-consensus-and-clinical-practice-guideline-of-the-mexican-psychiatric-association-and-the-latin-american-psychiatric-association-for-the-treat.md,/Users/jaflomd/Mi unidad/Jaflo Lab/2-wip/protocolo-esquizofrenia-aguda-hvlh/paper-01-scoping-gpc-agree/analysis/data/fulltext/pdfs/d279bd52608f_a5d93dc069b7_2014_consenso-nacional-guia-practica-clinica-apm-apal.pdf,G01_2014_d279bd,"Si el primer medicamento antiobsesivo falla, se sugiere el cambio a otro ISRS (o clomipramina). Si no hay respuesta se puede intentar cambiar el antipsicótico a uno típico o ami-",included_curated,no_explicit_grade_in_extracted_text,low,consider_or_suggest,for_or_consider,D03,Antipsychotic strategy across illness phases,T11,Switching and non-response before clozapine,core,mapped from extractor topic,,,,,,,,included_curated,no_explicit_grade_in_extracted_text,low,not_source_verified_in_this_pass,no,,consider_or_suggest,not_applicable,Switching and non-response before clozapine,not_applicable,grade_not_extracted,,,consider_or_suggest,Switching and non-response before clozapine,included_curated,,,no,consider_or_suggest,T11,Switching and non-response before clozapine,D03,Antipsychotic strategy across illness phases,core,"Si el primer medicamento antiobsesivo falla, se sugiere el cambio a otro ISRS (o clomipramina). Si no hay respuesta se puede intentar cambiar el antipsicótico a uno típico o ami-",1287,22,,grade_not_extracted,,,,,not_in_high_or_medium_queue,,consider_or_suggest,T11,Switching and non-response before clozapine,D03,Antipsychotic strategy across illness phases,core,"Si el primer medicamento antiobsesivo falla, se sugiere el cambio a otro ISRS (o clomipramina). Si no hay respuesta se puede intentar cambiar el antipsicótico a uno típico o ami-",grade_not_extracted,"Si el primer medicamento antiobsesivo falla, se sugiere el cambio a otro ISRS (o clomipramina). Si no hay respuesta se puede intentar cambiar el antipsicótico a uno típico o ami-",excluded_artifact,wrong_scope_or_wrong_topic,scope_wrong_comorbidity,consider_or_suggest,T11,Switching and non-response before clozapine,D03,Antipsychotic strategy across illness phases,mapped from extractor topic,1.00,"Anteriormente, desde un enfoque psicoanalítico, se creía que las obsesiones y compulsiones protegían a los pacientes con esquizofrenia de la “desintegración de la personalidad” (Rosen 1957). Incluso se llegó a considerar que las obsesiones y compulsiones eran defensas ante la descompensación psicótica, y por lo tanto eran un indicador de buen pronóstico (Poyurovsky 1999). Sin embargo, la evidencia actual es que los pacientes con esquizofrenia con síntomas obsesivocompulsivos se encuentran clínicamente más perturbados, socialmente más aislados y con mayor resistencia terapéutica (Fenton 1986, Berman 1998). Y aunque generalmente limitados por el diseño transversal y lo pequeño de las muestras, estos estudios son consistentes en demostrar que los pacientes con esquizofrenia con síntomas obsesivo-compulsivos tienen un pobre pronóstico, consiguen trabajo con más dificultad y tienen mayor disf"
REC-0111,2,fe8069e2079f,2014,Psychosis and schizophrenia in adults: prevention and management,958,33,Psychosis and schizophrenia in adults: prevention and management,broad_normative,low,physical_health_metabolic,Physical health and metabolic monitoring,Safety and adverse effects,core,physical_health_metabolic; antipsychotic_adverse_effects; discontinuation_dose_reduction; first_episode_early_intervention; metformin_weight_management,unclear_normative,,"The programme of research should use an adequately powered, multicentre, double-blind, randomised controlled design to test the physical health benefits, risks and costs of discontinuing or reducing antipsychotic medication among young adults with first episode psychosis who have achieved remission. The primary outcomes should be quality of life and metabolic disorder, including weight gain; secondary outcomes should include side effects, serious relapse, acceptability and user preference.",/Users/jaflomd/Mi unidad/Jaflo Lab/2-wip/protocolo-esquizofrenia-aguda-hvlh/paper-01-scoping-gpc-agree/analysis/data/fulltext/markdown-rag/agree_core_19/single-md/02_fe8069e2079f_2014_psychosis-and-schizophrenia-in-adults-prevention-and-management.md,/Users/jaflomd/Mi unidad/Jaflo Lab/2-wip/protocolo-esquizofrenia-aguda-hvlh/paper-01-scoping-gpc-agree/analysis/data/fulltext/pdfs/fe8069e2079f_2014_psychosis-and-schizophrenia-in-adults-prevention-and-management.pdf,G02_2014_fe8069,"The programme of research should use an adequately powered, multicentre, double-blind, randomised controlled design to test the physical health benefits, risks and costs of discontinuing or reducing antipsychotic medication among young adults with first episode psychosis who have achieved remission. The primary outcomes should be quality of life and metabolic disorder, including weight gain; secondary outcomes should include side effects, serious relapse, acceptability and user preference.",excluded,research_agenda,high,unclear_normative,unclear,D99,Excluded from recommendation synthesis,T99,"Excluded: non-clinical, duplicate, research or extraction artifact",excluded,research_agenda,,,,,,,,excluded,research_agenda,high,not_source_verified_in_this_pass,no,,unclear_normative,not_applicable,"Excluded: non-clinical, duplicate, research or extraction artifact",not_applicable,grade_not_extracted,,,unclear_normative,"Excluded: non-clinical, duplicate, research or extraction artifact",excluded,,,no,unclear_normative,T99,"Excluded: non-clinical, duplicate, research or extraction artifact",D99,Excluded from recommendation synthesis,excluded,"The programme of research should use an adequately powered, multicentre, double-blind, randomised controlled design to test the physical health benefits, risks and costs of discontinuing or reducing antipsychotic medication among young adults with first episode psychosis who have achieved remission. The primary outcomes should be quality of life and metabolic disorder, including weight gain; secondary outcomes should include side effects, serious relapse, acceptability and user preference.",958,33,,grade_not_extracted,,,,,not_in_high_or_medium_queue,,unclear_normative,T99,"Excluded: non-clinical, duplicate, research or extraction artifact",D99,Excluded from recommendation synthesis,excluded,"The programme of research should use an adequately powered, multicentre, double-blind, randomised controlled design to test the physical health benefits, risks and costs of discontinuing or reducing antipsychotic medication among young adults with first episode psychosis who have achieved remission. The primary outcomes should be quality of life and metabolic disorder, including weight gain; secondary outcomes should include side effects, serious relapse, acceptability and user preference.",grade_not_extracted,"The programme of research should use an adequately powered, multicentre, double-blind, randomised controlled design to test the physical health benefits, risks and costs of discontinuing or reducing antipsychotic medication among young adults with first episode psychosis who have achieved remission. The primary outcomes should be quality of life and metabolic disorder, including weight gain; secondary outcomes should include side effects, serious relapse, acceptability and user preference.",excluded_artifact,already_excluded_in_verified_layer,research_agenda,assess_monitor,T20,"Physical, metabolic and cardiovascular monitoring",D05,"Safety, adverse effects and physical health",text override: physical/metabolic baseline monitoring,1.00,"Wh Why this is important y this is important There is growing concern about the long-term health risks, increased mortality and cortical grey matter loss linked to cumulative neuroleptic exposure in people with psychosis. The majority of young adults discontinue their medication in an unplanned way because of these risks. A Dutch moderately-sized open trial has reported successful discontinuation of medication in 20% of people without serious relapse; at 7-year follow-up there was continuous benefit for guided reduction in terms of side effects, functioning and employment, with no long-term risks. If replicated, this would mark a significant breakthrough in reducing the long-term physical health risks associated with antipsychotic treatment and improving outcomes. The programme of research should use an adequately powered, multicentre, double-blind, randomised controlled design to test t"
REC-0112,2,fe8069e2079f,2014,Psychosis and schizophrenia in adults: prevention and management,970,34,Psychosis and schizophrenia in adults: prevention and management,broad_normative,low,first_episode_early_intervention,First episode psychosis / early intervention,Early psychosis / prevention,supportive,first_episode_early_intervention; act_case_management_service_models; shared_decision_person_centered,unclear_normative,,"The suggested programme of research should use an adequately powered, multi-centre randomised trial comparing extending early intervention in psychosis services (for example, for 2 years) versus providing augmented (step-down) care in community mental health services versus treatment as usual to determine whether the gains of early intervention can be maintained and which service users would benefit most under each condition. The primary outcome should be treatment/service engagement and secondary outcomes should include relapse, readmission, functioning and user preference.",/Users/jaflomd/Mi unidad/Jaflo Lab/2-wip/protocolo-esquizofrenia-aguda-hvlh/paper-01-scoping-gpc-agree/analysis/data/fulltext/markdown-rag/agree_core_19/single-md/02_fe8069e2079f_2014_psychosis-and-schizophrenia-in-adults-prevention-and-management.md,/Users/jaflomd/Mi unidad/Jaflo Lab/2-wip/protocolo-esquizofrenia-aguda-hvlh/paper-01-scoping-gpc-agree/analysis/data/fulltext/pdfs/fe8069e2079f_2014_psychosis-and-schizophrenia-in-adults-prevention-and-management.pdf,G02_2014_fe8069,"The suggested programme of research should use an adequately powered, multi-centre randomised trial comparing extending early intervention in psychosis services (for example, for 2 years) versus providing augmented (step-down) care in community mental health services versus treatment as usual to determine whether the gains of early intervention can be maintained and which service users would benefit most under each condition. The primary outcome should be treatment/service engagement and secondary outcomes should include relapse, readmission, functioning and user preference.",excluded,research_agenda,high,unclear_normative,unclear,D99,Excluded from recommendation synthesis,T99,"Excluded: non-clinical, duplicate, research or extraction artifact",excluded,research_agenda,,,,,,,,excluded,research_agenda,high,not_source_verified_in_this_pass,no,,unclear_normative,not_applicable,"Excluded: non-clinical, duplicate, research or extraction artifact",not_applicable,grade_not_extracted,,,unclear_normative,"Excluded: non-clinical, duplicate, research or extraction artifact",excluded,,,no,unclear_normative,T99,"Excluded: non-clinical, duplicate, research or extraction artifact",D99,Excluded from recommendation synthesis,excluded,"The suggested programme of research should use an adequately powered, multi-centre randomised trial comparing extending early intervention in psychosis services (for example, for 2 years) versus providing augmented (step-down) care in community mental health services versus treatment as usual to determine whether the gains of early intervention can be maintained and which service users would benefit most under each condition. The primary outcome should be treatment/service engagement and secondary outcomes should include relapse, readmission, functioning and user preference.",970,34,,grade_not_extracted,,,,,not_in_high_or_medium_queue,,unclear_normative,T99,"Excluded: non-clinical, duplicate, research or extraction artifact",D99,Excluded from recommendation synthesis,excluded,"The suggested programme of research should use an adequately powered, multi-centre randomised trial comparing extending early intervention in psychosis services (for example, for 2 years) versus providing augmented (step-down) care in community mental health services versus treatment as usual to determine whether the gains of early intervention can be maintained and which service users would benefit most under each condition. The primary outcome should be treatment/service engagement and secondary outcomes should include relapse, readmission, functioning and user preference.",grade_not_extracted,"The suggested programme of research should use an adequately powered, multi-centre randomised trial comparing extending early intervention in psychosis services (for example, for 2 years) versus providing augmented (step-down) care in community mental health services versus treatment as usual to determine whether the gains of early intervention can be maintained and which service users would benefit most under each condition. The primary outcome should be treatment/service engagement and secondary outcomes should include relapse, readmission, functioning and user preference.",excluded_artifact,already_excluded_in_verified_layer,research_agenda,assess_monitor,T36,"Primary care transition, discharge and follow-up continuity",D09,"Service delivery, continuity and implementation",text override: discharge/primary care continuity,1.00,"Wh Why this is important y this is important Early intervention in psychosis services deliver evidence-based interventions in a positive, youthfriendly setting, improve outcomes, are cost effective and have high service user acceptability and engagement. Once people are transferred to primary care or community mental health services these gains are diminished. The guideline recommends that trusts consider extending these services. However, the extent to which gains would be maintained and who would benefit most is not known. The successful element of early intervention in psychosis services might be incorporated into mainstream services for psychosis, but how this would function, and its cost effectiveness, needs to be determined. The suggested programme of research should use an adequately powered, multi-centre randomised trial comparing extending early intervention in psychosis service"
REC-0152,5,09a4fcf38217,2016,Treatment of adult patients with schizophrenia and complex mental health needs - A national clinical guideline,202,7,Centrale budskaber,grade_symbol,moderate,depression_anxiety_ptsd,"Depression, anxiety, PTSD and trauma",Symptoms and comorbidity,peripheral,depression_anxiety_ptsd,unclear_normative,↓,"↓ Anvend kun et SSRI-præparat efter nøje overvejelse hos patienter med skizofreni til behandling af vedvarende negative symptomer, da den terapeutiske effekt er lille, og da behandlingen er forbundet med bivirkninger (). Fokuseret spørgsmål 3.",/Users/jaflomd/Mi unidad/Jaflo Lab/2-wip/protocolo-esquizofrenia-aguda-hvlh/paper-01-scoping-gpc-agree/analysis/data/fulltext/markdown-rag/agree_core_19/single-md/05_09a4fcf38217_2016_treatment-of-adult-patients-with-schizophrenia-and-complex-mental-health-needs---a-national-clinical-guideline.md,/Users/jaflomd/Mi unidad/Jaflo Lab/2-wip/protocolo-esquizofrenia-aguda-hvlh/paper-01-scoping-gpc-agree/analysis/data/fulltext/pdfs/09a4fcf38217_2016_denmark-nkr-skizofreni.pdf,G05_2016_09a4fc,"↓ Anvend kun et SSRI-præparat efter nøje overvejelse hos patienter med skizofreni til behandling af vedvarende negative symptomer, da den terapeutiske effekt er lille, og da behandlingen er forbundet med bivirkninger (). Fokuseret spørgsmål 3.",included_curated,included by curation rules,low,recommend,for_or_consider,D08,Comorbidity and special populations,T31,"Depression, anxiety, PTSD and trauma",supportive,text override: mood/anxiety/trauma,,,,,,,,included_curated,included by curation rules,low,not_source_verified_in_this_pass,no,,recommend,not_applicable,"Depression, anxiety, PTSD and trauma",not_applicable,explicit_grade_present,,,recommend,"Depression, anxiety, PTSD and trauma",included_curated,,,no,recommend,T31,"Depression, anxiety, PTSD and trauma",D08,Comorbidity and special populations,supportive,"↓ Anvend kun et SSRI-præparat efter nøje overvejelse hos patienter med skizofreni til behandling af vedvarende negative symptomer, da den terapeutiske effekt er lille, og da behandlingen er forbundet med bivirkninger (). Fokuseret spørgsmål 3.",202,7,↓,explicit_grade_present,,,,,not_in_high_or_medium_queue,,recommend,T31,"Depression, anxiety, PTSD and trauma",D08,Comorbidity and special populations,supportive,"↓ Anvend kun et SSRI-præparat efter nøje overvejelse hos patienter med skizofreni til behandling af vedvarende negative symptomer, da den terapeutiske effekt er lille, og da behandlingen er forbundet med bivirkninger (). Fokuseret spørgsmål 3.",explicit_grade_present,"↓ Anvend kun et SSRI-præparat efter nøje overvejelse hos patienter med skizofreni til behandling af vedvarende negative symptomer, da den terapeutiske effekt er lille, og da behandlingen er forbundet med bivirkninger (). Fokuseret spørgsmål 3.",excluded_artifact,wrong_scope_or_wrong_topic,scope_wrong_comorbidity,recommend,T31,"Depression, anxiety, PTSD and trauma",D08,Comorbidity and special populations,text override: mood/anxiety/trauma,1.00,"√ Hos patienter med skizofreni i behandling med clozapin er det god praksis at justere dosis efter klinisk effekt og bivirkninger. Øvre grænse i det vejledende terapeutiske interval kan overskrides, men bør altid medføre overvejelser om dosisreduktion for at mindske bivirkninger. Fokuseret spørgsmål 1. ↑ Overvej at anvende depotinjektion af antipsykotisk lægemiddel hos patienter med skizofreni, der har uregelmæssig medicinindtagelse og vedvarende psykotiske symptomer (). Fokuseret spørgsmål 2. ↓ Anvend kun et SSRI-præparat efter nøje overvejelse hos patienter med skizofreni til behandling af vedvarende negative symptomer, da den terapeutiske effekt er lille, og da behandlingen er forbundet med bivirkninger (). Fokuseret spørgsmål 3. ↓ Anvend kun et SNRI-præparat efter nøje overvejelse hos patienter med skizofreni til behandling af vedvarende negative symptomer, da den terapeutisk"
REC-0162,5,09a4fcf38217,2016,Treatment of adult patients with schizophrenia and complex mental health needs - A national clinical guideline,394,15,2 Farmakologisk behandling,explicit_start,moderate,discontinuation_dose_reduction,"Discontinuation, tapering and dose reduction",Pharmacological treatment,supportive,discontinuation_dose_reduction; dose_titration_trial_duration; clozapine_trs,unclear_normative,,"2.1.7 Rationale for anbefaling Der er ikke fundet evidens for at operere med en sikkerhedsmæssigt begrundet øvre plasmagrænse. Det vurderes derfor, at en måling af plasma-clozapin over den øvre grænse i det vejledende terapeutiske interval ikke i sig selv bør være en tilstrækkelig begrundelse for at reducere dosis eller ophøre behandlingen. Dette forudsætter, at der forud har været foretaget dosisreduktion til laveste effektive dosis. Det er en klinisk erfaring, at der er stor risiko for forværring af psykotiske symptomer ved ophør af behandlingen hos patienter med forudgående godt klinisk respons. Det vurderes derfor som god praksis at justere clozapin-dosis efter klinisk effekt og bivirkninger, om nødvendigt med overskridelse af øvre grænse i det vejledende terapeutiske interval.",/Users/jaflomd/Mi unidad/Jaflo Lab/2-wip/protocolo-esquizofrenia-aguda-hvlh/paper-01-scoping-gpc-agree/analysis/data/fulltext/markdown-rag/agree_core_19/single-md/05_09a4fcf38217_2016_treatment-of-adult-patients-with-schizophrenia-and-complex-mental-health-needs---a-national-clinical-guideline.md,/Users/jaflomd/Mi unidad/Jaflo Lab/2-wip/protocolo-esquizofrenia-aguda-hvlh/paper-01-scoping-gpc-agree/analysis/data/fulltext/pdfs/09a4fcf38217_2016_denmark-nkr-skizofreni.pdf,G05_2016_09a4fc,"2.1.7 Rationale for anbefaling Der er ikke fundet evidens for at operere med en sikkerhedsmæssigt begrundet øvre plasmagrænse. Det vurderes derfor, at en måling af plasma-clozapin over den øvre grænse i det vejledende terapeutiske interval ikke i sig selv bør være en tilstrækkelig begrundelse for at reducere dosis eller ophøre behandlingen. Dette forudsætter, at der forud har været foretaget dosisreduktion til laveste effektive dosis. Det er en klinisk erfaring, at der er stor risiko for forværring af psykotiske symptomer ved ophør af behandlingen hos patienter med forudgående godt klinisk respons. Det vurderes derfor som god praksis at justere clozapin-dosis efter klinisk effekt og bivirkninger, om nødvendigt med overskridelse af øvre grænse i det vejledende terapeutiske interval.",excluded,implementation_rationale_artifact,high,unclear_normative,unclear,D99,Excluded from recommendation synthesis,T99,"Excluded: non-clinical, duplicate, research or extraction artifact",excluded,implementation_rationale_artifact,,,,,,,,excluded,implementation_rationale_artifact,high,not_source_verified_in_this_pass,no,,unclear_normative,not_applicable,"Excluded: non-clinical, duplicate, research or extraction artifact",not_applicable,grade_not_extracted,,,unclear_normative,"Excluded: non-clinical, duplicate, research or extraction artifact",excluded,,,no,unclear_normative,T99,"Excluded: non-clinical, duplicate, research or extraction artifact",D99,Excluded from recommendation synthesis,excluded,"2.1.7 Rationale for anbefaling Der er ikke fundet evidens for at operere med en sikkerhedsmæssigt begrundet øvre plasmagrænse. Det vurderes derfor, at en måling af plasma-clozapin over den øvre grænse i det vejledende terapeutiske interval ikke i sig selv bør være en tilstrækkelig begrundelse for at reducere dosis eller ophøre behandlingen. Dette forudsætter, at der forud har været foretaget dosisreduktion til laveste effektive dosis. Det er en klinisk erfaring, at der er stor risiko for forværring af psykotiske symptomer ved ophør af behandlingen hos patienter med forudgående godt klinisk respons. Det vurderes derfor som god praksis at justere clozapin-dosis efter klinisk effekt og bivirkninger, om nødvendigt med overskridelse af øvre grænse i det vejledende terapeutiske interval.",394,15,,grade_not_extracted,,,,,not_in_high_or_medium_queue,,unclear_normative,T99,"Excluded: non-clinical, duplicate, research or extraction artifact",D99,Excluded from recommendation synthesis,excluded,"2.1.7 Rationale for anbefaling Der er ikke fundet evidens for at operere med en sikkerhedsmæssigt begrundet øvre plasmagrænse. Det vurderes derfor, at en måling af plasma-clozapin over den øvre grænse i det vejledende terapeutiske interval ikke i sig selv bør være en tilstrækkelig begrundelse for at reducere dosis eller ophøre behandlingen. Dette forudsætter, at der forud har været foretaget dosisreduktion til laveste effektive dosis. Det er en klinisk erfaring, at der er stor risiko for forværring af psykotiske symptomer ved ophør af behandlingen hos patienter med forudgående godt klinisk respons. Det vurderes derfor som god praksis at justere clozapin-dosis efter klinisk effekt og bivirkninger, om nødvendigt med overskridelse af øvre grænse i det vejledende terapeutiske interval.",grade_not_extracted,"2.1.7 Rationale for anbefaling Der er ikke fundet evidens for at operere med en sikkerhedsmæssigt begrundet øvre plasmagrænse. Det vurderes derfor, at en måling af plasma-clozapin over den øvre grænse i det vejledende terapeutiske interval ikke i sig selv bør være en tilstrækkelig begrundelse for at reducere dosis eller ophøre behandlingen. Dette forudsætter, at der forud har været foretaget dosisreduktion til laveste effektive dosis. Det er en klinisk erfaring, at der er stor risiko for forværring af psykotiske symptomer ved ophør af behandlingen hos patienter med forudgående godt klinisk respons. Det vurderes derfor som god praksis at justere clozapin-dosis efter klinisk effekt og bivirkninger, om nødvendigt med overskridelse af øvre grænse i det vejledende terapeutiske interval.",excluded_artifact,already_excluded_in_verified_layer,rationale_not_recommendation,unclear_normative,T16,Clozapine for treatment-resistant schizophrenia,D04,Treatment resistance and biological interventions,text override: clozapine/TRS,1.00,"Kvaliteten af evidensen Der er ikke fundet litteratur til besvarelse af det fokuserede spørgsmål. Værdier og præferencer Det vurderes, at patienternes præferencer vil være nogenlunde entydige, idet de fleste patienter vil ønske at fortsætte en velfungerende behandling, som de oplever en god effekt af trods måling af forhøjet plasmakoncentration, forudsat at de ikke mærker en negativ effekt af behandlingen. 2.1.7 Rationale for anbefaling Der er ikke fundet evidens for at operere med en sikkerhedsmæssigt begrundet øvre plasmagrænse. Det vurderes derfor, at en måling af plasma-clozapin over den øvre grænse i det vejledende terapeutiske interval ikke i sig selv bør være en tilstrækkelig begrundelse for at reducere dosis eller ophøre behandlingen. Dette forudsætter, at der forud har været foretaget dosisreduktion til laveste effektive dosis. Det er en klinisk erfaring, at der er stor risiko f"
REC-0164,5,09a4fcf38217,2016,Treatment of adult patients with schizophrenia and complex mental health needs - A national clinical guideline,493,22,2 Farmakologisk behandling,explicit_start,moderate,lai_depot_adherence,Long-acting injectable / depot / adherence,Pharmacological treatment,core,lai_depot_adherence; physical_health_metabolic,unclear_normative,,2.2.8 Rationale for anbefaling Den undersøgte patientpopulation var ringe repræsenteret i de inkluderede RCT’er. Derfor er der i formuleringen af anbefalingen lagt størst vægt på de inkluderede observationelle studier. Kvaliteten af evidensen i de observationelle studier var meget lav til lav. Effektstørrelsen var imidlertid stor. Dette sammenholdt med forventet variation i patienternes præferencer udmunder i en svag anbefaling for brug af depotinjektion af antipsykotiske lægemidler.,/Users/jaflomd/Mi unidad/Jaflo Lab/2-wip/protocolo-esquizofrenia-aguda-hvlh/paper-01-scoping-gpc-agree/analysis/data/fulltext/markdown-rag/agree_core_19/single-md/05_09a4fcf38217_2016_treatment-of-adult-patients-with-schizophrenia-and-complex-mental-health-needs---a-national-clinical-guideline.md,/Users/jaflomd/Mi unidad/Jaflo Lab/2-wip/protocolo-esquizofrenia-aguda-hvlh/paper-01-scoping-gpc-agree/analysis/data/fulltext/pdfs/09a4fcf38217_2016_denmark-nkr-skizofreni.pdf,G05_2016_09a4fc,2.2.8 Rationale for anbefaling Den undersøgte patientpopulation var ringe repræsenteret i de inkluderede RCT’er. Derfor er der i formuleringen af anbefalingen lagt størst vægt på de inkluderede observationelle studier. Kvaliteten af evidensen i de observationelle studier var meget lav til lav. Effektstørrelsen var imidlertid stor. Dette sammenholdt med forventet variation i patienternes præferencer udmunder i en svag anbefaling for brug af depotinjektion af antipsykotiske lægemidler.,excluded,implementation_rationale_artifact,high,unclear_normative,unclear,D99,Excluded from recommendation synthesis,T99,"Excluded: non-clinical, duplicate, research or extraction artifact",excluded,implementation_rationale_artifact,,,,,,,,excluded,implementation_rationale_artifact,high,not_source_verified_in_this_pass,no,,unclear_normative,not_applicable,"Excluded: non-clinical, duplicate, research or extraction artifact",not_applicable,grade_not_extracted,,,unclear_normative,"Excluded: non-clinical, duplicate, research or extraction artifact",excluded,,,no,unclear_normative,T99,"Excluded: non-clinical, duplicate, research or extraction artifact",D99,Excluded from recommendation synthesis,excluded,2.2.8 Rationale for anbefaling Den undersøgte patientpopulation var ringe repræsenteret i de inkluderede RCT’er. Derfor er der i formuleringen af anbefalingen lagt størst vægt på de inkluderede observationelle studier. Kvaliteten af evidensen i de observationelle studier var meget lav til lav. Effektstørrelsen var imidlertid stor. Dette sammenholdt med forventet variation i patienternes præferencer udmunder i en svag anbefaling for brug af depotinjektion af antipsykotiske lægemidler.,493,22,,grade_not_extracted,,,,,not_in_high_or_medium_queue,,unclear_normative,T99,"Excluded: non-clinical, duplicate, research or extraction artifact",D99,Excluded from recommendation synthesis,excluded,2.2.8 Rationale for anbefaling Den undersøgte patientpopulation var ringe repræsenteret i de inkluderede RCT’er. Derfor er der i formuleringen af anbefalingen lagt størst vægt på de inkluderede observationelle studier. Kvaliteten af evidensen i de observationelle studier var meget lav til lav. Effektstørrelsen var imidlertid stor. Dette sammenholdt med forventet variation i patienternes præferencer udmunder i en svag anbefaling for brug af depotinjektion af antipsykotiske lægemidler.,grade_not_extracted,2.2.8 Rationale for anbefaling Den undersøgte patientpopulation var ringe repræsenteret i de inkluderede RCT’er. Derfor er der i formuleringen af anbefalingen lagt størst vægt på de inkluderede observationelle studier. Kvaliteten af evidensen i de observationelle studier var meget lav til lav. Effektstørrelsen var imidlertid stor. Dette sammenholdt med forventet variation i patienternes præferencer udmunder i en svag anbefaling for brug af depotinjektion af antipsykotiske lægemidler.,excluded_artifact,already_excluded_in_verified_layer,rationale_not_recommendation,unclear_normative,T14,LAI/depot antipsychotics and adherence,D03,Antipsychotic strategy across illness phases,mapped from extractor topic,1.00,"Kvaliteten af evidensen Kvaliteten af evidensen er samlet set meget lav (se note 1-4 i SoF-tabellen). Værdier og præferencer Der vurderes at være stor variation i patienternes præferencer. Nogle patienter vil være afskrækket af injektionen i sig selv, mens andre patienter vil opleve det som en hjælp ikke at skulle indtage medicin dagligt. 2.2.8 Rationale for anbefaling Den undersøgte patientpopulation var ringe repræsenteret i de inkluderede RCT’er. Derfor er der i formuleringen af anbefalingen lagt størst vægt på de inkluderede observationelle studier. Kvaliteten af evidensen i de observationelle studier var meget lav til lav. Effektstørrelsen var imidlertid stor. Dette sammenholdt med forventet variation i patienternes præferencer udmunder i en svag anbefaling for brug af depotinjektion af antipsykotiske lægemidler."
